selection_rank,target_state,candidate_id,pair_id,generator_route_id,generator_family,source_component,archive_transcript_member,transcript_relative_path,transcript_file_sha256,transcript_size_bytes,text_hash,canonical_text_hash,normalized_utf8_bytes,normalized_characters,status
44,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fd0383408c60,v4:kk:Train/tv_news/5fd0383408c60,kk-piper-issai-high-v1,piper_neural_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fd0383408c60.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fd0383408c60.txt,d176126094416f616421e515080d59a251828fce1e3b129a69cb401c182d6f8b,155,d176126094416f616421e515080d59a251828fce1e3b129a69cb401c182d6f8b,d176126094416f616421e515080d59a251828fce1e3b129a69cb401c182d6f8b,155,82,verified_for_synthesis
45,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_57_518,v4:kk:Train/radio/01_57_518,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_57_518.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_57_518.txt,81d8d02602fe881f77a708b2d47ca85e39cf12443b6f4a9a872197d01fbd6830,253,81d8d02602fe881f77a708b2d47ca85e39cf12443b6f4a9a872197d01fbd6830,81d8d02602fe881f77a708b2d47ca85e39cf12443b6f4a9a872197d01fbd6830,253,137,verified_for_synthesis
46,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_03_442,v4:kk:Train/parliament/mazhilis_03_442,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_03_442.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_03_442.txt,1f73f3e1d5bfb83d683b10b7b9ab11211659b262e921350fbe44112ca362e183,131,1f73f3e1d5bfb83d683b10b7b9ab11211659b262e921350fbe44112ca362e183,1f73f3e1d5bfb83d683b10b7b9ab11211659b262e921350fbe44112ca362e183,131,71,verified_for_synthesis
47,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d2d6e28de,v4:kk:Train/tv_news/6006d2d6e28de,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/6006d2d6e28de.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/6006d2d6e28de.txt,19edc835e2216929cc7f0ffb57198b4983a3116fa8c04a905b6a03953abaf689,103,19edc835e2216929cc7f0ffb57198b4983a3116fa8c04a905b6a03953abaf689,19edc835e2216929cc7f0ffb57198b4983a3116fa8c04a905b6a03953abaf689,103,55,verified_for_synthesis
48,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_09_408,v4:kk:Train/podcasts/04_09_408,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_09_408.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_09_408.txt,f2472f218bad854fa0c4940b904de500926fc30e2b38cb7e533892e03370c8c9,178,f2472f218bad854fa0c4940b904de500926fc30e2b38cb7e533892e03370c8c9,f2472f218bad854fa0c4940b904de500926fc30e2b38cb7e533892e03370c8c9,178,97,verified_for_synthesis
49,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e8d261e67,v4:kk:Train/tv_news/5fa2e8d261e67,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e8d261e67.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e8d261e67.txt,91007753eb66c9278713af467994e69924778a540a0e670f792cc9188b756be2,152,91007753eb66c9278713af467994e69924778a540a0e670f792cc9188b756be2,91007753eb66c9278713af467994e69924778a540a0e670f792cc9188b756be2,152,81,verified_for_synthesis
50,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_38_521,v4:kk:Train/talkshow/01_38_521,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_38_521.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_38_521.txt,c7a84c2813370c284c5afe3a8e829c1e41240099c16471bc30516ef7847a1450,138,c7a84c2813370c284c5afe3a8e829c1e41240099c16471bc30516ef7847a1450,c7a84c2813370c284c5afe3a8e829c1e41240099c16471bc30516ef7847a1450,138,73,verified_for_synthesis
51,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_11_009,v4:kk:Train/parliament/senate_11_009,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_11_009.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_11_009.txt,fafbe71265bf34e2823d9134dfa28203ca721031d7b97cb7a4d7938e2909b951,321,fafbe71265bf34e2823d9134dfa28203ca721031d7b97cb7a4d7938e2909b951,fafbe71265bf34e2823d9134dfa28203ca721031d7b97cb7a4d7938e2909b951,321,172,verified_for_synthesis
52,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/06_10_086,v4:kk:Train/podcasts/06_10_086,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/06_10_086.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/06_10_086.txt,2721caa2a6042a75ddebe4704770a3bc54cfe6821c231f12403a40be7f2c813f,184,2721caa2a6042a75ddebe4704770a3bc54cfe6821c231f12403a40be7f2c813f,2721caa2a6042a75ddebe4704770a3bc54cfe6821c231f12403a40be7f2c813f,184,100,verified_for_synthesis
53,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e80b006e5,v4:kk:Train/tv_news/5fa2e80b006e5,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e80b006e5.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e80b006e5.txt,2e0e6c676acf0afe62dff8c757f805d0830b2a4c29901c12ed5576513d36d1de,53,2e0e6c676acf0afe62dff8c757f805d0830b2a4c29901c12ed5576513d36d1de,2e0e6c676acf0afe62dff8c757f805d0830b2a4c29901c12ed5576513d36d1de,53,29,verified_for_synthesis
54,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_07_592,v4:kk:Train/podcasts/01_07_592,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_07_592.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_07_592.txt,e056e170147100144f55851b19268a9ab49b12c2adad82feb820678d1faf47e8,117,e056e170147100144f55851b19268a9ab49b12c2adad82feb820678d1faf47e8,e056e170147100144f55851b19268a9ab49b12c2adad82feb820678d1faf47e8,117,63,verified_for_synthesis
55,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a66c92cdf,v4:kk:Train/tv_news/5fe2a66c92cdf,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fe2a66c92cdf.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fe2a66c92cdf.txt,6fe8a714e0cbd20d7e74d3a00a04d5b84b2be08e81098a314e7a5438b403af26,218,6fe8a714e0cbd20d7e74d3a00a04d5b84b2be08e81098a314e7a5438b403af26,6fe8a714e0cbd20d7e74d3a00a04d5b84b2be08e81098a314e7a5438b403af26,218,116,verified_for_synthesis
56,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_01_057,v4:kk:Train/podcasts/01_01_057,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_01_057.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_01_057.txt,d65de0197c9fd16e238cb07a559ed4a20e334534c486ab0ff0601c6341404e3c,114,d65de0197c9fd16e238cb07a559ed4a20e334534c486ab0ff0601c6341404e3c,d65de0197c9fd16e238cb07a559ed4a20e334534c486ab0ff0601c6341404e3c,114,62,verified_for_synthesis
57,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_04_408,v4:kk:Train/podcasts/04_04_408,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_04_408.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_04_408.txt,da9dd654a1b0db94f1979982c784b10d0a4a7cf781fd512250b6836310d6ff91,96,da9dd654a1b0db94f1979982c784b10d0a4a7cf781fd512250b6836310d6ff91,da9dd654a1b0db94f1979982c784b10d0a4a7cf781fd512250b6836310d6ff91,96,52,verified_for_synthesis
58,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a6563937f,v4:kk:Train/tv_news/5fe2a6563937f,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fe2a6563937f.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fe2a6563937f.txt,29224cb66cbe948a0651ce1fbd4e7a6ea73e41d3edfb3a85fe3fda241a87f231,106,29224cb66cbe948a0651ce1fbd4e7a6ea73e41d3edfb3a85fe3fda241a87f231,29224cb66cbe948a0651ce1fbd4e7a6ea73e41d3edfb3a85fe3fda241a87f231,106,57,verified_for_synthesis
59,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_75_269,v4:kk:Train/radio/01_75_269,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_75_269.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_75_269.txt,6e5fa7791669b76ba4cef0b3af3096f8b116a7f575822bb88feea736a8b57fad,65,6e5fa7791669b76ba4cef0b3af3096f8b116a7f575822bb88feea736a8b57fad,6e5fa7791669b76ba4cef0b3af3096f8b116a7f575822bb88feea736a8b57fad,65,36,verified_for_synthesis
60,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_22_052,v4:kk:Train/parliament/senate_22_052,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_22_052.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_22_052.txt,b3a7efd5b0784a42e23a7a656c151f2e40f6ebe0e9f38774c742e4f967f9cca3,87,b3a7efd5b0784a42e23a7a656c151f2e40f6ebe0e9f38774c742e4f967f9cca3,b3a7efd5b0784a42e23a7a656c151f2e40f6ebe0e9f38774c742e4f967f9cca3,87,46,verified_for_synthesis
61,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_87_363,v4:kk:Train/radio/01_87_363,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_87_363.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_87_363.txt,1f3daa5aef12865bd7d1e0507d9d83bf50125218efa75f58fbbed6b4796b5d7b,258,1f3daa5aef12865bd7d1e0507d9d83bf50125218efa75f58fbbed6b4796b5d7b,1f3daa5aef12865bd7d1e0507d9d83bf50125218efa75f58fbbed6b4796b5d7b,258,139,verified_for_synthesis
62,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e802daec0,v4:kk:Train/tv_news/5fa2e802daec0,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e802daec0.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e802daec0.txt,0802ad25e3076ee81b2bbf06240e3233d1a5e2b81f14e9c46b660dacfc90507b,181,0802ad25e3076ee81b2bbf06240e3233d1a5e2b81f14e9c46b660dacfc90507b,0802ad25e3076ee81b2bbf06240e3233d1a5e2b81f14e9c46b660dacfc90507b,181,96,verified_for_synthesis
63,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d19149e23,v4:kk:Train/tv_news/5f71d19149e23,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71d19149e23.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71d19149e23.txt,c12896d7f2f44d57310f502ac1f373a93f692bc196cff6a19bf52e1c63955626,207,c12896d7f2f44d57310f502ac1f373a93f692bc196cff6a19bf52e1c63955626,c12896d7f2f44d57310f502ac1f373a93f692bc196cff6a19bf52e1c63955626,207,110,verified_for_synthesis
64,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/06_08_109,v4:kk:Train/podcasts/06_08_109,kk-piper-issai-high-v1,piper_neural_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/06_08_109.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/06_08_109.txt,956d4f9f3e43212dc6d432ba28f6fdfdae640d41539e9250ddc1263f74cf3234,45,956d4f9f3e43212dc6d432ba28f6fdfdae640d41539e9250ddc1263f74cf3234,956d4f9f3e43212dc6d432ba28f6fdfdae640d41539e9250ddc1263f74cf3234,45,24,verified_for_synthesis
65,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_50_348,v4:kk:Train/talkshow/01_50_348,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_50_348.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_50_348.txt,d8ff1ef99a98c7c3c9f710c23ea90840cae0e6db9d77027656951dc1fa0639dc,162,d8ff1ef99a98c7c3c9f710c23ea90840cae0e6db9d77027656951dc1fa0639dc,d8ff1ef99a98c7c3c9f710c23ea90840cae0e6db9d77027656951dc1fa0639dc,162,87,verified_for_synthesis
66,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_03_862,v4:kk:Train/podcasts/01_03_862,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_03_862.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_03_862.txt,5d4117313256fc64e1f959031b48964256db8dbdda16b14ba454b58547e272bd,35,5d4117313256fc64e1f959031b48964256db8dbdda16b14ba454b58547e272bd,5d4117313256fc64e1f959031b48964256db8dbdda16b14ba454b58547e272bd,35,19,verified_for_synthesis
67,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_79_087,v4:kk:Train/podcasts/03_79_087,kk-mms-kaz-v1,mms_vits_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/03_79_087.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/03_79_087.txt,b705e5fe75e5130d1309f3561e426798a49437a0057ea03317b9eb3989f2a7b3,145,b705e5fe75e5130d1309f3561e426798a49437a0057ea03317b9eb3989f2a7b3,b705e5fe75e5130d1309f3561e426798a49437a0057ea03317b9eb3989f2a7b3,145,78,verified_for_synthesis
68,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_16_284,v4:kk:Train/talkshow/01_16_284,kk-piper-issai-high-v1,piper_neural_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_16_284.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_16_284.txt,96aefe1bed631346fafb68fb8bac08ddc8c97d123731e4b94ad647a2811ff911,248,96aefe1bed631346fafb68fb8bac08ddc8c97d123731e4b94ad647a2811ff911,96aefe1bed631346fafb68fb8bac08ddc8c97d123731e4b94ad647a2811ff911,248,133,verified_for_synthesis
69,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_20_0010,v4:kk:Train/parliament/senate_20_0010,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_20_0010.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_20_0010.txt,88115958482e0496293b13c935ac20803392aac9c1fec1003819a90e0298a5dc,284,88115958482e0496293b13c935ac20803392aac9c1fec1003819a90e0298a5dc,88115958482e0496293b13c935ac20803392aac9c1fec1003819a90e0298a5dc,284,153,verified_for_synthesis
70,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_14_413,v4:kk:Train/parliament/mazhilis_14_413,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_14_413.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_14_413.txt,3715b6257bf80677f7ac70c365b2d93648903d3ec5e498be93fb17ac2fd8f2cd,74,3715b6257bf80677f7ac70c365b2d93648903d3ec5e498be93fb17ac2fd8f2cd,3715b6257bf80677f7ac70c365b2d93648903d3ec5e498be93fb17ac2fd8f2cd,74,39,verified_for_synthesis
71,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_03_697,v4:kk:Train/podcasts/01_03_697,kk-mms-kaz-v1,mms_vits_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_03_697.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_03_697.txt,b9ce68871e02b0446c60ee2fe8f3326715a79163d3aa0d5cac3a28507e2d6030,95,b9ce68871e02b0446c60ee2fe8f3326715a79163d3aa0d5cac3a28507e2d6030,b9ce68871e02b0446c60ee2fe8f3326715a79163d3aa0d5cac3a28507e2d6030,95,51,verified_for_synthesis
72,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f834dc80e247,v4:kk:Train/tv_news/5f834dc80e247,kk-piper-issai-high-v1,piper_neural_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f834dc80e247.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f834dc80e247.txt,9b573facb6dc20a7867e35a57dfb6474d3cc9eb04e7c22f886eebf8b5715127a,244,9b573facb6dc20a7867e35a57dfb6474d3cc9eb04e7c22f886eebf8b5715127a,9b573facb6dc20a7867e35a57dfb6474d3cc9eb04e7c22f886eebf8b5715127a,244,129,verified_for_synthesis
73,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_81_240,v4:kk:Train/podcasts/03_81_240,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/03_81_240.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/03_81_240.txt,6cfdfb2cb815045b6f7165f6c8b48cc2530d5ae58b3c9200af5d8e7ce81ef9ca,189,6cfdfb2cb815045b6f7165f6c8b48cc2530d5ae58b3c9200af5d8e7ce81ef9ca,6cfdfb2cb815045b6f7165f6c8b48cc2530d5ae58b3c9200af5d8e7ce81ef9ca,189,101,verified_for_synthesis
74,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_2_383,v4:kk:Train/parliament/mazhilis_17_2_383,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_17_2_383.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_17_2_383.txt,33154e04ff5854289a5b374095ca2f8cdb6d4b9807de77ef6d53fbad1c62754e,322,33154e04ff5854289a5b374095ca2f8cdb6d4b9807de77ef6d53fbad1c62754e,33154e04ff5854289a5b374095ca2f8cdb6d4b9807de77ef6d53fbad1c62754e,322,171,verified_for_synthesis
75,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_22_363,v4:kk:Train/talkshow/01_22_363,kk-mms-kaz-v1,mms_vits_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_22_363.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_22_363.txt,a68259c9d5b2abddd8377e86ecc126ba871bac7d2ca31a379f2f0feecde93934,110,a68259c9d5b2abddd8377e86ecc126ba871bac7d2ca31a379f2f0feecde93934,a68259c9d5b2abddd8377e86ecc126ba871bac7d2ca31a379f2f0feecde93934,110,59,verified_for_synthesis
76,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_07_005,v4:kk:Train/radio/01_07_005,kk-piper-issai-high-v1,piper_neural_tts,Train/radio,ISSAI_KSC2/Train/radio/01_07_005.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_07_005.txt,3f7363870c98492c272cd9c0ac3a3a0b06cc7cad0044327f6f72a735c91f0d25,49,3f7363870c98492c272cd9c0ac3a3a0b06cc7cad0044327f6f72a735c91f0d25,3f7363870c98492c272cd9c0ac3a3a0b06cc7cad0044327f6f72a735c91f0d25,49,26,verified_for_synthesis
77,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_31_116,v4:kk:Train/radio/01_31_116,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_31_116.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_31_116.txt,325efef6b1af63f65075028fa0f2c23c8fd74574a36bb169b5814372f26e7c07,297,325efef6b1af63f65075028fa0f2c23c8fd74574a36bb169b5814372f26e7c07,325efef6b1af63f65075028fa0f2c23c8fd74574a36bb169b5814372f26e7c07,297,161,verified_for_synthesis
78,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_41_073,v4:kk:Train/talkshow/01_41_073,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_41_073.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_41_073.txt,e59af0920a96f200f375b32b9c99ce4a35ae4d7776d702e88f27e7acd597ca3c,109,e59af0920a96f200f375b32b9c99ce4a35ae4d7776d702e88f27e7acd597ca3c,e59af0920a96f200f375b32b9c99ce4a35ae4d7776d702e88f27e7acd597ca3c,109,59,verified_for_synthesis
79,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a6d268076,v4:kk:Train/tv_news/5fe2a6d268076,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fe2a6d268076.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fe2a6d268076.txt,dd0c045db9a2a029c69b4386dcc587ce18aec954e74497b92df40aa2700bcda5,144,dd0c045db9a2a029c69b4386dcc587ce18aec954e74497b92df40aa2700bcda5,dd0c045db9a2a029c69b4386dcc587ce18aec954e74497b92df40aa2700bcda5,144,77,verified_for_synthesis
80,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cf48f1c8e,v4:kk:Train/tv_news/5f71cf48f1c8e,kk-piper-issai-high-v1,piper_neural_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71cf48f1c8e.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71cf48f1c8e.txt,67b3f3d893e1428df97f6310a29ef34d5c3777a64d78a42e0e8befd433b3705a,194,67b3f3d893e1428df97f6310a29ef34d5c3777a64d78a42e0e8befd433b3705a,67b3f3d893e1428df97f6310a29ef34d5c3777a64d78a42e0e8befd433b3705a,194,104,verified_for_synthesis
81,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_16_1_437,v4:kk:Train/parliament/mazhilis_16_1_437,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_16_1_437.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_16_1_437.txt,7b60af17c4e8b7c00c16b9c9e64c2d42b8c771a10494f8777efe14e4c6b4d454,221,7b60af17c4e8b7c00c16b9c9e64c2d42b8c771a10494f8777efe14e4c6b4d454,7b60af17c4e8b7c00c16b9c9e64c2d42b8c771a10494f8777efe14e4c6b4d454,221,117,verified_for_synthesis
82,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_02_547,v4:kk:Train/podcasts/04_02_547,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_02_547.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_02_547.txt,6351ddaf26172edd7d496fb6ed059d509ea4f9c40f9c0e9e16c94d573381b604,53,6351ddaf26172edd7d496fb6ed059d509ea4f9c40f9c0e9e16c94d573381b604,6351ddaf26172edd7d496fb6ed059d509ea4f9c40f9c0e9e16c94d573381b604,53,28,verified_for_synthesis
83,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_11_024,v4:kk:Train/talkshow/01_11_024,kk-mms-kaz-v1,mms_vits_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_11_024.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_11_024.txt,44a7c6c41a429e327af72f12765dc000263d3c2cc582443f1c13d57b93839654,113,44a7c6c41a429e327af72f12765dc000263d3c2cc582443f1c13d57b93839654,44a7c6c41a429e327af72f12765dc000263d3c2cc582443f1c13d57b93839654,113,60,verified_for_synthesis
84,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_09_510,v4:kk:Train/parliament/senate_09_510,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_09_510.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_09_510.txt,880871c6ebdc61c94bafe260cc76700aa9910db9ed17e75158d3e500d2e3df2a,101,880871c6ebdc61c94bafe260cc76700aa9910db9ed17e75158d3e500d2e3df2a,880871c6ebdc61c94bafe260cc76700aa9910db9ed17e75158d3e500d2e3df2a,101,54,verified_for_synthesis
85,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_1_137,v4:kk:Train/parliament/mazhilis_17_1_137,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_17_1_137.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_17_1_137.txt,ba8195c139699c3e3952d4647c1271f37b039c8db341eda6100701041b108861,260,ba8195c139699c3e3952d4647c1271f37b039c8db341eda6100701041b108861,ba8195c139699c3e3952d4647c1271f37b039c8db341eda6100701041b108861,260,138,verified_for_synthesis
86,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d29137c93,v4:kk:Train/tv_news/6006d29137c93,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/6006d29137c93.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/6006d29137c93.txt,f8c9f04d5a8d88a5bdf62dc9a28da9bec4dce3d29cc31dd25e4e8ecd23e1100f,210,f8c9f04d5a8d88a5bdf62dc9a28da9bec4dce3d29cc31dd25e4e8ecd23e1100f,f8c9f04d5a8d88a5bdf62dc9a28da9bec4dce3d29cc31dd25e4e8ecd23e1100f,210,112,verified_for_synthesis
